name,release_date,required_age,genres,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,average_completion_time,developers
Half-Life: Opposing Force,1999-11-01,0,FPS;Action;Sci-fi,5250,288,10.40,6.92,5000000-10000000,3.99,6.00,Gearbox Software
Half-Life,1998-11-08,0,FPS;Classic;Action,27755,1100,21.67,1.38,5000000-10000000,7.19,12.50,Valve Corporation
Half-Life: Blue Shift,2001-06-01,0,FPS;Action;Sci-fi,3822,420,6.02,3.42,5000000-10000000,3.99,3.00,Gearbox Software
Half-Life 2,2004-11-16,0,FPS;Action;Sci-fi,67902,2419,11.52,6.70,10000000-20000000,7.19,14.50,Valve Corporation
Half-Life: Source,2004-06-01,0,FPS;Action;Sci-fi,3767,1053,3.17,3.57,2000000-5000000,0.00,12.00,Valve Corporation
Half-Life 2: Lost Coast,2005-10-27,0,FPS;Action;Singleplayer,5783,1020,0.77,0.48,10000000-20000000,0.00,0.42,Valve Corporation
Half-Life 2: Episode One,2006-06-01,0,FPS;Action;Sci-fi,7908,517,4.68,3.07,5000000-10000000,5.79,4.00,Valve Corporation
Portal,2007-10-10,0,Puzzle;First-Person;Singleplayer,51801,1080,4.80,2.28,10000000-20000000,7.19,4.00,Valve Corporation
Half-Life 2: Episode Two,2007-10-10,0,FPS;Action;Sci-fi,13902,696,5.90,5.02,5000000-10000000,5.79,6.00,Valve Corporation
Left 4 Dead,2008-11-17,0,Zombies;Co-op;FPS,17951,948,14.95,4.63,5000000-10000000,7.19,11.00,"Turtle Rock Studios, Valve Corporation, Certain Affinity"
Left 4 Dead 2,2009-11-19,0,Zombies;Co-op;FPS,251789,8418,26.92,9.43,10000000-20000000,7.19,14.50,"Valve Corporation, Turtle Rock Studios"
Portal 2,2011-04-18,0,Puzzle;Co-op;First-Person,138220,1891,18.37,8.67,10000000-20000000,7.19,10.00,Valve Corporation
Alien Swarm,2010-07-19,0,Free to Play;Co-op;Action,17435,941,6.18,1.38,2000000-5000000,0.00,5.00,Valve Corporation
Killing Floor,2009-05-14,0,FPS;Zombies;Co-op,53710,2649,22.13,5.10,2000000-5000000,14.99,65.50,Tripwire Interactive
SiN Episodes: Emergence,2006-05-10,0,Action;FPS;Cyberpunk,468,61,0.00,0.00,100000-200000,7.19,4.00,Ritual Entertainment
Darwinia,2005-07-14,0,Strategy;Indie;RTS,472,158,3.03,4.55,500000-1000000,7.19,12.00,Introversion Software
Uplink,2006-08-23,0,Hacking;Indie;Strategy,1602,152,1.08,1.28,500000-1000000,6.99,11.50,Introversion Software
DEFCON,2006-09-29,0,Strategy;Indie;Multiplayer,2057,344,1.33,1.98,500000-1000000,7.19,1.50,Introversion Software
Multiwinia,2008-09-19,0,Indie;RTS;Strategy,368,75,2.02,3.73,500000-1000000,7.19,2.50,Introversion Software
Disciples II: Gallean's Return,2006-07-06,0,Turn-Based Strategy;Strategy;Classic,490,152,0.15,0.20,100000-200000,4.99,45.00,Strategy First
Arx Fatalis,2007-04-03,0,RPG;First-Person;Classic,671,106,0.18,0.35,100000-200000,2.99,26.00,Arkane Studios
Earth 2160,2006-04-01,0,Strategy;RTS;Sci-fi,498,238,6.75,6.90,1000000-2000000,3.99,14.50,Reality Pump Studios
Quake III Arena,2007-08-03,0,FPS;Action;Classic,1362,66,2.05,1.72,200000-500000,12.99,7.50,"id Software, Raster Productions (Dreamcast), Bullfrog Productions (PS2), Pi Studios (Xbox 360)"
Wolfenstein 3D,2007-08-03,0,FPS;Classic;Action,1773,87,1.15,1.83,200000-500000,2.99,8.00,id Software
Bloody Good Time,2010-10-29,0,Action;Multiplayer;FPS,662,204,3.22,3.22,100000-200000,4.29,2.00,Outerlight
Shadowgrounds,2006-05-08,0,Action;Sci-fi;Top-Down Shooter,973,248,3.10,4.30,500000-1000000,3.99,6.00,Frozenbyte
Alpha Prime,2007-11-07,0,Action;FPS;Sci-fi,610,523,0.00,0.00,200000-500000,2.99,5.50,Black Element Software
Vampire: The Masquerade - Bloodlines,2007-03-22,0,RPG;Vampire;Cult Classic,6161,362,5.83,3.37,500000-1000000,14.99,29.00,Troika Games
Call of Duty: United Offensive,2006-10-13,0,Action;World War II;FPS,490,97,0.00,0.00,200000-500000,14.99,6.00,Gray Matter Interactive
Act of War: Direct Action,2008-03-12,0,Action;Strategy;RTS,180,33,0.00,0.00,20000-50000,1.99,12.50,Eugen Systems
X2: The Threat,2006-07-21,0,Space;Strategy;Simulation,212,50,12.20,12.20,200000-500000,4.99,110.00,"Egosoft, Freeverse Software"
X3: Reunion,2006-07-21,0,Space;Simulation;Strategy,282,113,13.85,20.53,200000-500000,9.99,188.00,Egosoft
X3: Terran Conflict,2008-10-16,0,Space;Simulation;Sci-fi,1633,272,16.20,21.22,500000-1000000,15.99,102.00,Egosoft
X: Beyond the Frontier,2010-10-08,0,Simulation;Space;Strategy,142,48,10.80,10.80,200000-500000,3.49,36.50,Egosoft
X Rebirth,2013-11-15,0,Space;Simulation;Sci-fi,2832,4032,29.07,56.43,200000-500000,24.99,15.00,Egosoft
688(I) Hunter/Killer,2006-10-26,0,Strategy;Simulation;Naval,52,17,0.00,0.00,20000-50000,22.99,15.50,Sonalysts
Sub Command,2006-10-26,0,Strategy;Simulation;Naval,33,14,0.00,0.00,20000-50000,22.99,30.00,Sonalysts Combat Simulations
Xpand Rally,2006-08-24,0,Racing;Multiplayer,139,39,15.65,15.65,20000-50000,3.99,4.00,Techland
Xpand Rally Xtreme,2008-10-08,0,Racing;Offroad;Simulation,71,36,0.00,0.00,20000-50000,3.99,4.00,Techland
Men of War: Red Tide,2009-11-01,0,Strategy;World War II;RTS,294,69,0.00,0.00,200000-500000,3.99,55.50,"Best Way, Digitalmindsoft"
King's Bounty: Armored Princess,2009-11-19,0,RPG;Turn-Based Strategy;Strategy,482,53,23.70,23.82,200000-500000,7.99,44.00,Katauri Interactive
Safecracker: The Ultimate Puzzle Adventure,2007-08-29,0,Puzzle;Adventure;Casual,256,172,0.02,0.02,50000-100000,4.49,4.00,Kheops Studio
Zuma Deluxe,2006-08-30,0,Casual;Match 3;Puzzle,437,37,4.45,4.45,100000-200000,4.25,9.50,"PopCap Games, Inc."
Peggle Deluxe,2007-03-06,0,Casual;Puzzle;Arcade,1106,66,3.57,4.23,200000-500000,4.25,6.00,"PopCap Games, Q Entertainment (Nintendo DS)"
Peggle Extreme,2007-09-11,0,Casual;Puzzle;Free to Play,707,58,0.02,0.02,200000-500000,0.00,1.50,"PopCap Games, Inc."
Bejeweled Twist,2008-11-18,0,Casual;Strategy;Match 3,98,18,0.00,0.00,20000-50000,4.25,100.00,"PopCap Games, Griptonite Games"
Escape Rosecliff Island,2009-04-15,0,Casual;Hidden Object;Puzzle,97,57,0.00,0.00,50000-100000,4.25,9.00,SpinTop Games
Zuma's Revenge!,2009-09-15,0,Casual;Action;Match 3,435,28,0.00,0.00,100000-200000,4.25,7.50,PopCap Games
Sniper Elite,2009-07-16,0,Action;Sniper;Stealth,1181,377,4.37,6.18,500000-1000000,5.59,14.50,"Rebellion Developments, Raylight Studios (Wii)"
Evil Genius,2009-06-22,0,Base-Building;Strategy;Villain Protagonist,1847,95,4.78,5.30,200000-500000,6.99,28.50,Elixir Studios
Advent Rising,2006-09-14,0,Action;Sci-fi;Story Rich,260,71,0.00,0.00,50000-100000,7.19,8.00,"GlyphX Games, Demiurge Studios"
BloodRayne,2006-09-14,0,Action;Vampire;Female Protagonist,369,110,1.85,1.85,50000-100000,6.99,7.50,Terminal Reality
BloodRayne 2,2006-09-14,0,Action;Vampire;Female Protagonist,259,103,12.85,12.85,50000-100000,6.99,9.00,Terminal Reality
Psychonauts,2006-10-11,0,Platformer;Comedy;Adventure,8204,456,8.18,3.87,2000000-5000000,6.99,15.50,"Double Fine Productions, Budcat Creations (PS2 version)"
Shattered Union,2006-10-25,0,Strategy;Turn-Based Strategy,39,49,0.00,0.00,20000-50000,2.99,15.00,PopTop Software
CivCity: Rome,2007-04-06,0,Strategy;City Builder;Simulation,184,65,0.00,0.00,50000-100000,5.99,31.00,"Firefly Studios, Firaxis"
RoboBlitz,2006-11-07,0,Action;Indie;Puzzle,43,14,1.30,1.30,20000-50000,5.99,4.00,Naked Sky Entertainment
Silverfall,2007-03-20,0,RPG;Hack and Slash;Action RPG,57,36,0.00,0.00,20000-50000,7.99,19.50,Monte Cristo
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,0,Atmospheric;Post-apocalyptic;Open World,11039,570,8.22,6.00,1000000-2000000,9.99,23.50,GSC Game World
Full Spectrum Warrior,2007-07-17,0,Strategy;Action;Tactical,106,60,2.07,4.07,100000-200000,7.99,10.00,Pandemic Studios
Full Spectrum Warrior: Ten Hammers,2007-07-17,0,Strategy;Action;Tactical,76,38,0.02,0.02,100000-200000,4.99,10.00,"Pandemic Studios, Mass Media Inc."
Condemned: Criminal Origins,2012-10-29,18,Horror;Action;Atmospheric,1243,221,5.20,5.20,200000-500000,9.99,7.50,Monolith Productions
Heroes of Annihilated Empires,2006-11-22,0,Strategy;RTS;RPG,259,46,0.00,0.00,50000-100000,9.99,20.00,GSC Game World
Cossacks: Back to War,2010-09-02,0,Strategy;RTS;Classic,1081,143,18.90,20.13,100000-200000,3.99,62.50,GSC Game World
Cossacks: Art of War,2011-08-26,0,Strategy;RTS;Historical,102,22,0.00,0.00,100000-200000,3.99,87.50,GSC Game World
Cossacks: European Wars,2011-08-26,0,Strategy;RTS;Historical,170,66,0.02,0.02,100000-200000,3.99,43.00,GSC Game World
Cossacks II: Battle for Europe,2011-08-26,0,Strategy;RTS;Historical,246,138,1.18,1.18,100000-200000,3.99,67.00,GSC Game World
Zen of Sudoku,2006-12-14,0,Casual;Indie;Puzzle,122,17,0.00,0.00,0-20000,0.00,27.00,Unknown Worlds Entertainment
Shank,2010-10-25,0,Action;Indie;Beat 'em up,1749,227,4.25,6.05,200000-500000,7.19,3.50,Klei Entertainment
FlatOut,2007-02-02,0,Racing;Destruction;Driving,1977,186,1.30,1.60,200000-500000,4.99,9.00,Bugbear Entertainment
Dreamfall: The Longest Journey,2007-01-12,0,Adventure;Female Protagonist;Story Rich,588,89,0.33,0.33,100000-200000,13.99,13.00,Funcom
The Longest Journey,2007-05-01,0,Adventure;Point & Click;Female Protagonist,1152,102,0.23,0.32,200000-500000,5.99,19.00,Funcom
Joint Task Force,2007-03-27,0,Strategy;Action;RTS,100,15,0.00,0.00,20000-50000,5.79,25.50,Most Wanted Entertainment
Commandos: Behind Enemy Lines,2007-03-15,0,Strategy;Stealth;Action,1561,213,1.05,1.17,500000-1000000,3.99,25.00,Pyro Studios
Commandos: Beyond the Call of Duty,2007-03-15,0,Action;Strategy;Tactical,404,71,0.20,0.23,500000-1000000,3.99,17.00,Pyro Studios
Commandos 2: Men of Courage,2007-03-15,0,Strategy;Tactical;Stealth,1333,238,3.35,5.03,500000-1000000,3.99,22.50,"Pyro Studios, Zonic Limited (Mac OS X)"
Commandos 3: Destination Berlin,2007-03-15,0,Strategy;Action;Tactical,421,265,0.23,0.33,500000-1000000,3.99,14.50,"Pyro Studios, Zonic Limited (Mac OS X)"
Hitman 2: Silent Assassin,2007-03-15,16,Stealth;Action;Third Person,1514,260,1.05,0.97,1000000-2000000,8.29,15.00,IO Interactive
Hitman: Blood Money,2007-03-15,18,Stealth;Action;Third Person,5864,391,7.25,6.08,1000000-2000000,9.29,13.50,IO Interactive
Battlestations: Midway,2007-03-15,0,Action;World War II;Naval,316,113,0.00,0.00,200000-500000,4.99,8.50,"Eidos Interactive, Robosoft Technologies (Mac OS X)"
Just Cause,2007-03-15,16,Action;Open World;Shooter,1732,846,0.33,0.42,1000000-2000000,4.99,12.50,Avalanche Studios
Hitman: Codename 47,2007-03-15,18,Stealth;Action;Classic,1186,450,1.03,0.72,1000000-2000000,7.19,12.00,IO Interactive
Deus Ex: Invisible War,2007-03-29,16,Cyberpunk;Action;FPS,649,433,0.40,0.52,500000-1000000,4.99,12.00,Ion Storm Inc.
Thief: Deadly Shadows,2007-03-29,0,Stealth;Atmospheric;Action,1135,210,4.23,6.13,500000-1000000,6.99,20.50,Ion Storm
Rogue Trooper,2007-03-29,0,Action;Third-Person Shooter;Sci-fi,248,15,0.00,0.00,50000-100000,6.99,6.00,Rebellion Developments
Azada,2010-04-21,0,Casual;Indie;Puzzle,8,4,0.00,0.00,0-20000,6.99,7.00,Big Fish Studios
X-Blades,2009-04-30,0,Action;Hack and Slash;Female Protagonist,1566,981,5.22,5.68,500000-1000000,6.99,7.50,Gaijin Entertainment
Sid Meier's Railroads!,2007-05-04,0,Strategy;Trains;Management,1114,570,2.75,4.22,500000-1000000,5.99,16.00,Firaxis Games
Railroad Tycoon 3,2007-05-04,0,Strategy;Management;Trains,355,153,0.77,0.77,200000-500000,5.99,29.50,PopTop Software
X-COM: Apocalypse,2008-09-04,0,Strategy;Turn-Based;Tactical,417,53,0.30,0.30,500000-1000000,2.99,42.00,Mythos Games
X-COM: Interceptor,2008-09-04,0,Strategy;Sci-fi;Space,57,54,0.00,0.00,500000-1000000,2.99,15.00,Microprose
X-COM: UFO Defense,2008-09-04,0,Strategy;Classic;Turn-Based Strategy,2165,136,37.25,37.07,1000000-2000000,2.99,42.00,"Mythos Games, MicroProse Software"
X-COM: Enforcer,2008-09-04,0,Strategy;Action;Shooter,146,138,0.00,0.00,500000-1000000,2.99,4.50,Infogrames
Tomb Raider: Anniversary,2007-06-05,16,Action;Adventure;Female Protagonist,1964,389,3.98,4.67,500000-1000000,6.99,14.00,"Crystal Dynamics, Buzz Monkey Software, Nixxes Software (PC), Robosoft Technologies (Mac)"
Conflict: Denied Ops,2008-02-08,0,Action;FPS;Singleplayer,89,103,0.00,0.00,50000-100000,3.99,6.00,Pivotal Games
Tomb Raider: Underworld,2008-11-21,16,Adventure;Action;Female Protagonist,1779,594,5.22,9.42,500000-1000000,6.99,10.50,"Crystal Dynamics, Nixxes Software"
Just Cause 2,2010-03-23,18,Open World;Action;Sandbox,33636,3231,8.65,4.53,2000000-5000000,9.99,29.50,Avalanche Studios
Bone: The Great Cow Race,2008-06-17,0,Adventure;Point & Click,44,33,0.00,0.00,100000-200000,0.00,3.00,Telltale Games
Geometry Wars: Retro Evolved,2007-06-18,0,Arcade;Twin Stick Shooter;Casual,583,62,1.82,1.82,100000-200000,2.99,7.00,Bizarre Creations
RACE 07,2007-10-15,0,Racing;Simulation;Driving,1684,348,27.27,3.63,1000000-2000000,2.49,4.00,SimBin Studios
BioShock Infinite,2013-03-25,18,FPS;Story Rich;Action,79442,3846,10.23,8.65,2000000-5000000,19.99,13.50,Irrational Games
Axel & Pixel,2010-10-06,0,Indie;Point & Click,35,14,0.00,0.00,20000-50000,3.49,3.50,Silver Wish Games
Return to Castle Wolfenstein,2007-08-03,0,FPS;Action;Classic,3084,276,0.53,0.80,200000-500000,3.99,9.00,"Gray Matter Interactive, id Software"
Master Levels for Doom II,2007-08-03,0,Action;FPS;Classic,310,69,0.12,0.20,500000-1000000,0.00,8.50,id Software
Company of Heroes: Opposing Fronts,2007-09-24,0,Strategy;RTS;Action,579,52,1.32,1.77,2000000-5000000,9.99,17.50,Relic Entertainment
Supreme Commander,2011-09-28,0,Strategy;RTS;Sci-fi,1065,162,5.10,5.10,1000000-2000000,8.99,23.50,"Gas Powered Games, Hellbent Games (X360)"
Supreme Commander: Forged Alliance,2011-09-28,0,Strategy;RTS;Sci-fi,4969,174,13.38,17.78,1000000-2000000,8.99,16.50,Gas Powered Games
Saints Row 2,2009-01-07,0,Open World;Action;Character Customization,9442,2881,5.37,1.35,2000000-5000000,9.99,26.00,"Volition, Inc."
Gish,2007-07-20,0,Indie;Platformer;Physics,160,94,0.38,0.38,200000-500000,5.99,5.00,Cryptic Sea
Desperados 2: Cooper's Revenge,2008-03-12,0,Action;Western;Strategy,42,54,0.00,0.00,50000-100000,6.99,22.50,Spellbound Entertainment
Act of War: High Treason,2008-03-12,0,Action;Strategy;RTS,157,38,0.00,0.00,20000-50000,1.99,18.00,Eugen Systems
Death to Spies,2008-03-12,0,Stealth;Action;Adventure,428,145,1.07,1.40,100000-200000,3.99,12.50,Haggard Games
Blade Kitten,2014-05-22,0,Anime;Platformer;Female Protagonist,746,149,3.70,6.00,50000-100000,1.99,6.50,Krome Studios
The UnderGarden,2010-11-10,0,Casual;Puzzle;Relaxing,48,24,0.38,0.38,20000-50000,4.99,7.50,Artech Studios
Call of Duty: World at War,2008-11-18,16,Zombies;World War II;FPS,19595,1483,38.85,18.47,1000000-2000000,19.99,9.00,Treyarch
Postal III,2012-02-17,18,Action;Dark Humor;Gore,641,1101,6.85,6.85,50000-100000,8.99,6.50,"Running with Scissors, Akella, TrashMasters Studios"
Dead Mountaineer's Hotel,2011-10-28,0,Adventure;Point & Click,25,63,0.00,0.00,0-20000,5.59,6.00,Akella
A Stroke of Fate: Operation Valkyrie,2011-10-28,0,Adventure;Point & Click,15,10,0.00,0.00,0-20000,4.99,8.50,SPLine
Disciples III: Reincarnation,2014-02-14,0,RPG;Turn-Based Strategy;Strategy,618,252,14.82,14.82,50000-100000,9.99,135.00,Akella
TrackMania Nations Forever,2008-04-16,0,Racing;Free to Play;Multiplayer,8252,1244,15.03,1.45,2000000-5000000,0.00,31.00,Nadeo
Sherlock Holmes: The Mystery of the Mummy,2009-08-06,0,Adventure;Point & Click;Detective,59,130,0.00,0.00,100000-200000,0.00,5.00,Frogwares
Sherlock Holmes: The Silver Earring,2009-08-06,0,Adventure;Point & Click;Detective,98,54,0.00,0.00,50000-100000,6.99,8.00,Frogwares
Sherlock Holmes versus Jack the Ripper,2009-12-23,0,Adventure;Point & Click;Detective,300,94,0.00,0.00,100000-200000,6.99,11.00,Frogwares
Shadowgrounds Survivor,2007-11-14,0,Action;Sci-fi;Isometric,328,239,5.92,6.23,200000-500000,6.99,4.00,Frozenbyte
Space Trader: Merchant Marine,2008-10-23,0,Action;Space;FPS,299,310,0.25,0.25,200000-500000,3.99,8.00,Hermitworks Entertainment
Penguins Arena: Sedna's World,2008-12-18,0,Action;Casual;Indie,902,129,1.52,1.62,100000-200000,4.79,3.50,Frogames
Obulis,2009-03-19,0,Puzzle;Casual;Indie,586,130,0.68,1.15,100000-200000,3.99,9.00,Meridian4
Larva Mortus,2009-03-19,0,Action;Indie;Top-Down,523,161,1.27,1.80,100000-200000,3.99,5.50,Rake In Grass
Chains,2009-07-01,0,Indie;Puzzle;Physics,433,148,0.60,0.60,100000-200000,3.99,2.50,2DEngine.com
Soldiers: Heroes of World War II,2014-07-03,0,Strategy;World War II;RTS,273,61,0.00,0.00,100000-200000,3.99,33.00,Best Way
Hospital Tycoon,2009-02-13,0,Simulation;Management;Singleplayer,175,301,1.98,2.93,200000-500000,3.49,6.00,DR Studios
Grand Theft Auto III,2008-01-04,18,Open World;Action;Classic,4718,750,1.63,1.05,1000000-2000000,5.99,21.50,"DMA Design, Rockstar Vienna (Xbox)"
Grand Theft Auto: Vice City,2011-01-10,18,Open World;Action;1980s,9817,819,3.48,1.55,2000000-5000000,5.99,25.50,"Rockstar North, Rockstar Vienna"
Grand Theft Auto: San Andreas,2008-01-04,18,Open World;Action;Multiplayer,26877,3243,13.45,4.15,2000000-5000000,9.99,45.00,Rockstar North
Manhunt,2008-01-04,18,Gore;Violent;Stealth,816,433,1.65,1.68,200000-500000,5.99,12.50,Rockstar North
Max Payne,2008-01-04,18,Noir;Action;Classic,3926,435,5.27,5.27,500000-1000000,5.99,8.50,Remedy Entertainment
Max Payne 2: The Fall of Max Payne,2008-01-04,18,Noir;Action;Third-Person Shooter,2506,172,2.92,2.92,500000-1000000,5.99,7.00,"Remedy Entertainment, Rockstar Vienna"
Grand Theft Auto,2008-01-04,0,Action;Classic;Open World,199,30,0.12,0.12,500000-1000000,0.00,13.50,"DMA Design, Tarantula Studios, Visual Sciences"
Grand Theft Auto 2,2008-01-04,0,Action;Classic;Open World,184,17,0.05,0.07,500000-1000000,0.00,15.50,"DMA Design, Tarantula Studios"
Bully: Scholarship Edition,2008-10-21,0,Open World;Action;Adventure,8504,1764,5.32,3.75,1000000-2000000,9.99,18.00,"Rockstar New England (Xbox 360, PC), Rockstar Toronto (Wii)"
Grand Theft Auto IV,2008-12-02,0,Open World;Action;Bowling,35240,18926,20.92,10.57,2000000-5000000,19.99,36.00,"Rockstar North, Rockstar Toronto (PC)"
Culpa Innata,2008-01-18,0,Adventure;RPG;Sci-fi,57,14,0.00,0.00,20000-50000,6.99,24.00,Momentum DMT
Sacred Gold,2008-07-09,0,RPG;Action;Hack and Slash,1489,319,5.62,6.73,200000-500000,6.99,36.00,Ascaron Entertainment
Jack Keane,2008-06-27,0,Adventure;Point & Click;Comedy,46,27,0.00,0.00,20000-50000,6.99,10.50,Deck13 Interactive
FlatOut: Ultimate Carnage,2008-08-26,0,Racing;Destruction;Multiplayer,1967,394,0.62,1.18,200000-500000,16.99,20.00,Bugbear Entertainment
Perimeter 2: New Earth,2009-02-10,0,Strategy;RTS,12,41,0.00,0.00,0-20000,10.99,6.00,KDV Games
Ankh 3: Battle of the Gods,2009-06-16,0,Adventure;Point & Click,12,8,0.00,0.00,20000-50000,10.99,6.50,DECK13 Interactive
BC Kings,2009-06-16,0,Strategy;RTS,85,76,0.00,0.00,20000-50000,3.99,13.50,Mascot Entertainment
Port Royale 2,2009-06-16,0,Strategy;Trading;Pirates,174,95,3.38,3.38,50000-100000,2.99,48.00,Ascaron Entertainment
18 Wheels of Steel: American Long Haul,2008-01-29,0,Simulation;Racing;Driving,245,111,0.00,0.00,50000-100000,6.99,20.00,SCS Software
Mahjongg Investigations: Under Suspicion,2008-07-29,0,Casual;Puzzle,21,6,0.00,0.00,20000-50000,5.99,8.00,Zemnott
Rise of the Argonauts,2009-01-07,0,RPG;Action;Adventure,365,178,1.47,2.45,200000-500000,4.99,13.00,Liquid Entertainment
Damnation,2009-05-22,0,Action;Adventure;Steampunk,132,182,0.00,0.00,50000-100000,6.99,8.50,Blue Omega Entertainment
Overlord II,2009-06-24,0,RPG;Villain Protagonist;Fantasy,2116,306,3.28,1.98,1000000-2000000,6.99,19.50,Triumph Studios
Operation Flashpoint: Dragon Rising,2009-10-08,0,Action;FPS;Tactical,1024,580,6.88,6.95,500000-1000000,6.99,12.50,Codemasters
Unreal Gold,2008-03-17,0,Classic;FPS;Action,1228,132,1.12,0.68,500000-1000000,5.99,13.00,"Epic MegaGames, Digital Extremes"
Harvest: Massive Encounter,2009-01-23,0,Strategy;Indie;Tower Defense,89,21,0.00,0.00,20000-50000,5.79,6.50,Oxeye Game Studio
The Wonderful End of the World,2008-07-17,0,Indie;Casual;Action,402,135,0.00,0.00,100000-200000,6.99,2.00,"Dejobaan Games, LLC"
AaAaAA!!! - A Reckless Disregard for Gravity,2009-09-03,0,Action;Indie;First-Person,547,103,2.52,2.52,100000-200000,6.99,6.00,Dejobaan Games
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,2011-11-23,0,Indie;Action;First-Person,747,252,2.27,2.27,200000-500000,6.99,5.50,Dejobaan Games
"Warhammer 40,000: Dawn of War II",2009-02-18,0,Strategy;Warhammer 40K;RTS,5626,755,10.47,4.88,2000000-5000000,14.99,19.50,Relic Entertainment
Oddworld: Munch's Oddysee,2010-12-20,0,Adventure;Action;Strategy,437,155,0.05,0.05,200000-500000,3.99,14.00,"Oddworld Inhabitants, TechInform, Just Add Water"
7 Wonders II,2008-06-10,0,Casual;Puzzle;Match 3,92,29,0.00,0.00,20000-50000,6.99,5.00,MumboJumbo
Luxor 2,2008-06-10,0,Casual,7,14,0.00,0.00,20000-50000,5.99,4.00,MumboJumbo
Luxor 3,2008-06-10,0,Casual;Match 3;Puzzle,52,14,1.70,1.70,20000-50000,5.99,8.00,MumboJumbo
Little Farm,2008-06-10,0,Casual;Agriculture;Puzzle,73,35,0.00,0.00,20000-50000,5.99,11.00,Hot Lava Games
Luxor,2008-06-10,0,Casual;Match 3,29,14,0.00,0.00,0-20000,5.99,8.50,MumboJumbo
Discovery! A Seek and Find Adventure,2008-07-29,0,Casual;Hidden Object,20,29,0.00,0.00,0-20000,6.99,3.50,MumboJumbo
Samantha Swift and the Hidden Roses of Athena,2008-10-31,0,Casual;Hidden Object;Adventure,30,23,0.00,0.00,20000-50000,5.99,3.00,MumboJumbo
7 Wonders: Treasures of Seven,2008-11-14,0,Casual;Match 3;Puzzle,57,21,0.00,0.00,20000-50000,6.99,7.50,MumboJumbo
Samantha Swift and the Golden Touch,2009-04-29,0,Casual;Hidden Object;Adventure,26,25,0.00,0.00,20000-50000,5.99,4.00,MumboJumbo
Virtual Villagers: A New Home,2008-05-12,0,Casual;Simulation,20,7,0.00,0.00,0-20000,5.99,10.50,Last Day of Work
F.E.A.R. 2: Project Origin,2009-02-12,0,Horror;FPS;Action,3274,509,5.02,6.12,1000000-2000000,9.99,8.00,Monolith Productions
Trials 2: Second Edition,2008-05-28,0,Racing;Indie;Sports,169,33,6.37,6.37,50000-100000,5.99,32.50,RedLynx
Velvet Assassin,2009-05-01,0,Stealth;Action;Female Protagonist,1219,832,0.15,0.17,200000-500000,1.69,10.50,Replay Studios
Legendary,2008-12-01,0,Action;FPS;Shooter,1095,1000,1.50,1.50,200000-500000,1.69,6.00,Spark Unlimited
Sid Meier's Civilization IV: Colonization,2008-09-23,0,Strategy;Turn-Based;Turn-Based Strategy,330,95,0.02,0.02,1000000-2000000,9.99,13.50,Firaxis Games
Children of the Nile: Alexandria,2008-09-22,0,City Builder;Simulation;Management,54,13,0.00,0.00,20000-50000,1.49,40.00,Tilted Mill Entertainment
Hinterland,2008-09-30,0,Strategy;RPG;Fantasy,113,38,0.00,0.00,20000-50000,6.99,8.00,Tilted Mill Entertainment
Crysis,2008-09-17,0,FPS;Action;Sci-fi,6075,1277,5.22,1.75,1000000-2000000,9.99,11.00,Crytek Frankfurt
Dragon Age: Origins,2009-11-05,0,RPG;Fantasy;Story Rich,6207,468,34.35,48.15,500000-1000000,14.99,56.50,"BioWare, Edge of Reality"
Mass Effect,2008-12-19,0,RPG;Sci-fi;Story Rich,10107,666,10.20,10.55,1000000-2000000,7.99,26.50,"BioWare, Demiurge Studios"
Dead Space,2009-01-09,0,Horror;Action;Sci-fi,9136,1049,4.92,2.97,2000000-5000000,14.99,12.50,Visceral Games
Command & Conquer: Red Alert 3,2009-01-08,0,Strategy;RTS;Base-Building,4390,855,9.58,6.58,500000-1000000,9.99,23.00,EA Los Angeles
DeathSpank,2010-10-25,0,RPG;Action;Indie,540,34,16.80,16.80,100000-200000,7.99,11.50,Hothead Games
DeathSpank: Thongs of Virtue,2010-11-30,0,Action;RPG;Indie,125,18,0.00,0.00,50000-100000,7.99,13.00,Hothead Games
The Baconing,2011-08-31,0,RPG;Action;Adventure,149,37,0.23,0.23,100000-200000,9.99,10.50,Hothead Games
Unstoppable Gorg,2012-01-19,0,Tower Defense;Strategy;Indie,190,48,0.62,0.62,50000-100000,6.99,6.50,Futuremark Games Studio
Spectraball,2008-10-20,0,Casual;Indie;Puzzle,297,101,2.10,2.10,50000-100000,3.99,2.50,Flashcube Studios
Crazy Machines 2,2008-06-20,0,Casual;Strategy;Puzzle,97,108,1.10,1.10,100000-200000,7.19,36.00,Fakt Software
Crazy Machines,2008-12-12,0,Casual;Strategy;Puzzle,98,24,0.00,0.00,50000-100000,6.99,6.00,FAKT Software
Helldorado,2009-04-30,0,Strategy;Western,53,23,0.00,0.00,20000-50000,6.99,12.50,Spellbound
Mata Hari,2009-07-29,0,Adventure;Point & Click;Female Protagonist,53,37,0.02,0.02,20000-50000,3.99,7.50,4Head Studios
Defense Grid: The Awakening,2008-12-08,0,Tower Defense;Strategy;Sci-fi,3307,113,7.58,11.43,500000-1000000,6.99,22.00,Hidden Path Entertainment
